id;classification_id;parent_id;description;reference;attribute1_oto;attribute2_oto;attribute3_oto;attribute4_oto;attribute5_anc;attribute6_anc;attribute7_anc;attribute8_anc;attribute9_anc;attribute10_anc;attribute11_anc;attribute12_anc;attribute13_anc;attribute14_anc;attribute15_anc
205;4;;;;reserved;;;;;;;;;;;;;;
206;4;;;;reserved;;;;;;;;;;;;;;
207;4;;;;reserved;;;;;;;;;;;;;;
208;4;;;;reserved;;;;;;;;;;;;;;
209;4;;;;reserved;;;;;;;;;;;;;;
210;4;;;;reserved;;;;;;;;;;;;;;
211;4;;;;reserved;;;;;;;;;;;;;;
212;4;;;;reserved;;;;;;;;;;;;;;
213;4;;;;reserved;;;;;;;;;;;;;;
214;4;;;;reserved;;;;;;;;;;;;;;
215;4;;;;reserved;;;;;;;;;;;;;;
216;4;;;;reserved;;;;;;;;;;;;;;
217;4;;;;reserved;;;;;;;;;;;;;;
218;4;;;;reserved;;;;;;;;;;;;;;
219;4;;;;reserved;;;;;;;;;;;;;;
220;4;;;;reserved;;;;;;;;;;;;;;
221;4;;;;reserved;;;;;;;;;;;;;;
222;4;;;;reserved;;;;;;;;;;;;;;
223;4;;;;reserved;;;;;;;;;;;;;;
224;4;;;;reserved;;;;;;;;;;;;;;
225;4;;;;reserved;;;;;;;;;;;;;;
226;4;;;;reserved;;;;;;;;;;;;;;
227;4;;;;reserved;;;;;;;;;;;;;;
228;4;;;;reserved;;;;;;;;;;;;;;
229;4;;;;reserved;;;;;;;;;;;;;;
230;4;;;;reserved;;;;;;;;;;;;;;
231;4;;;;reserved;;;;;;;;;;;;;;
232;4;;;;reserved;;;;;;;;;;;;;;
233;4;;;;reserved;;;;;;;;;;;;;;
234;4;;;;reserved;;;;;;;;;;;;;;
235;4;;;;reserved;;;;;;;;;;;;;;
236;4;;;;reserved;;;;;;;;;;;;;;
237;4;;;;reserved;;;;;;;;;;;;;;
238;4;;;;reserved;;;;;;;;;;;;;;
239;4;;;;reserved;;;;;;;;;;;;;;
240;4;;;;reserved;;;;;;;;;;;;;;
241;4;;;;reserved;;;;;;;;;;;;;;
242;4;;;;reserved;;;;;;;;;;;;;;
243;4;;;;reserved;;;;;;;;;;;;;;
244;4;;;;reserved;;;;;;;;;;;;;;
245;4;;;;reserved;;;;;;;;;;;;;;
246;4;;;;reserved;;;;;;;;;;;;;;
247;4;;;;reserved;;;;;;;;;;;;;;
248;4;;;;reserved;;;;;;;;;;;;;;
249;4;;;;reserved;;;;;;;;;;;;;;
250;4;;;;reserved;;;;;;;;;;;;;;
251;4;;;;reserved;;;;;;;;;;;;;;
252;4;;;;reserved;;;;;;;;;;;;;;
253;4;;;;reserved;;;;;;;;;;;;;;
254;4;;;;reserved;;;;;;;;;;;;;;
255;4;;;;reserved;;;;;;;;;;;;;;
256;4;;;;reserved;;;;;;;;;;;;;;
257;4;;;;reserved;;;;;;;;;;;;;;
258;4;;;;reserved;;;;;;;;;;;;;;
259;4;;;;reserved;;;;;;;;;;;;;;
260;4;;;;reserved;;;;;;;;;;;;;;
261;4;;;;reserved;;;;;;;;;;;;;;
262;4;;;;reserved;;;;;;;;;;;;;;
263;4;;;;reserved;;;;;;;;;;;;;;
